from,to,value,for_embedding
202307_s_at,202371_at,0.407,0.407
202307_s_at,202409_at,0.407,0.407
202307_s_at,202589_at,-0.933,0.933
202307_s_at,202613_at,-2.29,2.29
202307_s_at,202666_s_at,-2.29,2.29
202307_s_at,202690_s_at,-1.197,1.197
202307_s_at,202705_at,-2.29,2.29
202307_s_at,202854_at,1.889,1.889
202307_s_at,202858_at,2.308,2.308
202307_s_at,202962_at,-1.769,1.769
202307_s_at,203066_at,0.407,0.407
202307_s_at,203071_at,0.407,0.407
202307_s_at,203126_at,0.448,0.448
202307_s_at,203130_s_at,0.407,0.407
202307_s_at,203145_at,0.448,0.448
202307_s_at,203208_s_at,2.392,2.392
202307_s_at,203214_x_at,2.392,2.392
202307_s_at,203223_at,0.407,0.407
202307_s_at,203249_at,0.407,0.407
202307_s_at,203266_s_at,2.308,2.308
202307_s_at,203296_s_at,0.407,0.407
202307_s_at,203347_s_at,0.407,0.407
202307_s_at,203358_s_at,-0.933,0.933
202307_s_at,203362_s_at,2.392,2.392
202307_s_at,203418_at,1.889,1.889
202307_s_at,203428_s_at,-2.29,2.29
202307_s_at,203432_at,-2.29,2.29
202307_s_at,203438_at,-0.656,0.656
202307_s_at,203439_s_at,-0.656,0.656
202307_s_at,203463_s_at,0.448,0.448
202307_s_at,203554_x_at,-2.29,2.29
202307_s_at,203625_x_at,-1.495,1.495
202307_s_at,203693_s_at,2.308,2.308
202338_at,202580_x_at,-1.335,1.335
202338_at,202589_at,-1.369,1.369
202338_at,202613_at,0.73,0.73
202338_at,202705_at,-1.15,1.15
202338_at,202725_at,1.283,1.283
202338_at,202858_at,-1.346,1.346
202338_at,202954_at,-1.502,1.502
202338_at,202962_at,-1.373,1.373
202338_at,203188_at,-1.347,1.347
202338_at,203208_s_at,-1.457,849.86
202338_at,203214_x_at,0.994,849.86
202338_at,203265_s_at,-1.347,1.347
202338_at,203266_s_at,-1.346,1.346
202338_at,203358_s_at,-1.369,1.369
202338_at,203362_s_at,3.135,849.86
202338_at,203405_at,-1.502,1.502
202338_at,203428_s_at,-1.15,1.15
202338_at,203432_at,0.73,0.73
202338_at,203439_s_at,-1.213,1.213
202370_s_at,202409_at,-0.788,0.788
202370_s_at,202580_x_at,-1.179,1.179
202370_s_at,202589_at,1.557,1.557
202370_s_at,202954_at,-1.179,1.179
202370_s_at,203071_at,-0.788,0.788
202370_s_at,203187_at,1.602,1.602
202370_s_at,203249_at,-0.788,0.788
202370_s_at,203296_s_at,-0.788,0.788
202370_s_at,203358_s_at,1.557,1.557
202370_s_at,203362_s_at,1.41,1.41
202370_s_at,203405_at,-1.179,1.179
202370_s_at,203438_at,0.853,0.853
202370_s_at,203439_s_at,0.853,0.853
202370_s_at,203554_x_at,-1.232,1.232
202370_s_at,203594_at,-1.865,1.865
202370_s_at,203625_x_at,-2.07,2.07
202371_at,202409_at,0.318,849.86
202371_at,202590_s_at,-0.462,0.462
202371_at,202613_at,0.405,0.405
202371_at,202666_s_at,0.405,0.405
202371_at,202754_at,-0.493,0.493
202371_at,202808_at,-0.462,0.462
202371_at,202815_s_at,-0.462,0.462
202371_at,203066_at,0.318,849.86
202371_at,203145_at,0.45,0.45
202371_at,203276_at,-0.493,0.493
202371_at,203380_x_at,-0.462,0.462
202371_at,203432_at,0.405,0.405
202409_at,202590_s_at,-0.462,0.462
202409_at,202705_at,0.405,0.405
202409_at,202808_at,-0.462,0.462
202409_at,202815_s_at,-0.462,0.462
202409_at,203046_s_at,-0.493,0.493
202409_at,203071_at,0.258,849.86
202409_at,203345_s_at,-0.493,0.493
202409_at,203380_x_at,-0.462,0.462
202409_at,203428_s_at,0.405,0.405
202409_at,203463_s_at,0.225,0.225
202487_s_at,202854_at,-0.524,0.524
202487_s_at,203276_at,0.73,0.73
202487_s_at,203418_at,-0.524,0.524
202487_s_at,203432_at,-0.618,0.618
202487_s_at,203696_s_at,0.295,849.86
202503_s_at,202666_s_at,-0.618,0.618
202503_s_at,202705_at,-0.729,0.729
202503_s_at,202754_at,0.73,0.73
202503_s_at,202779_s_at,0.361,849.86
202503_s_at,202854_at,-0.524,0.524
202503_s_at,203139_at,0.654,849.86
202503_s_at,203418_at,-0.524,0.524
202580_x_at,202613_at,-0.727,0.727
202580_x_at,202666_s_at,-0.905,0.905
202580_x_at,202690_s_at,1.122,1.122
202580_x_at,202705_at,-0.905,0.905
202580_x_at,202725_at,1.204,1.204
202580_x_at,202754_at,-0.867,0.867
202580_x_at,202854_at,-1.313,1.313
202580_x_at,202858_at,1.771,1.771
202580_x_at,202954_at,3.731,849.86
202580_x_at,202962_at,1.244,1.244
202580_x_at,203046_s_at,-0.867,0.867
202580_x_at,203126_at,-0.798,0.798
202580_x_at,203145_at,-0.798,0.798
202580_x_at,203208_s_at,-1.502,1.502
202580_x_at,203214_x_at,-1.502,1.502
202580_x_at,203266_s_at,1.771,1.771
202580_x_at,203276_at,-0.867,0.867
202580_x_at,203345_s_at,-0.867,0.867
202580_x_at,203362_s_at,-1.335,1.335
202580_x_at,203405_at,3.731,849.86
202580_x_at,203428_s_at,-0.905,0.905
202580_x_at,203432_at,-0.727,0.727
202580_x_at,203438_at,0.512,0.512
202580_x_at,203463_s_at,-0.798,0.798
202580_x_at,203554_x_at,-0.905,0.905
202580_x_at,203594_at,-0.867,0.867
202580_x_at,203625_x_at,-1.482,1.482
202580_x_at,203693_s_at,1.744,1.744
202589_at,202666_s_at,0.733,0.733
202589_at,202690_s_at,-1.884,1.884
202589_at,202705_at,0.733,0.733
202589_at,202754_at,-1.705,1.705
202589_at,202808_at,1.308,1.308
202589_at,202815_s_at,1.892,1.892
202589_at,202854_at,1.346,1.346
202589_at,202954_at,1.7,1.7
202589_at,203046_s_at,-1.705,1.705
202589_at,203126_at,-0.807,0.807
202589_at,203145_at,-0.807,0.807
202589_at,203188_at,-1.356,1.356
202589_at,203265_s_at,-1.227,1.227
202589_at,203276_at,-1.705,1.705
202589_at,203345_s_at,-1.705,1.705
202589_at,203358_s_at,1.762,849.86
202589_at,203362_s_at,-1.369,1.369
202589_at,203380_x_at,-0.835,0.835
202589_at,203405_at,1.375,1.375
202589_at,203418_at,-1.339,1.339
202589_at,203428_s_at,0.733,0.733
202589_at,203438_at,-0.712,0.712
202589_at,203439_s_at,1.766,1.766
202589_at,203463_s_at,-0.807,0.807
202589_at,203554_x_at,0.733,0.733
202589_at,203594_at,-1.705,1.705
202590_s_at,202754_at,1.003,1.003
202590_s_at,202858_at,0.915,0.915
202590_s_at,202962_at,-2.25,2.25
202590_s_at,203046_s_at,1.003,1.003
202590_s_at,203066_at,-0.462,0.462
202590_s_at,203071_at,-0.462,0.462
202590_s_at,203130_s_at,-0.462,0.462
202590_s_at,203223_at,-0.462,0.462
202590_s_at,203249_at,-0.462,0.462
202590_s_at,203265_s_at,-1.285,1.285
202590_s_at,203276_at,1.003,1.003
202590_s_at,203296_s_at,-0.462,0.462
202590_s_at,203345_s_at,1.003,1.003
202590_s_at,203347_s_at,-0.462,0.462
202590_s_at,203358_s_at,-0.835,0.835
202590_s_at,203439_s_at,-0.713,0.713
202590_s_at,203594_at,1.003,1.003
202590_s_at,203625_x_at,1.45,1.45
202613_at,202666_s_at,1.349,849.86
202613_at,202690_s_at,-2.209,2.209
202613_at,202754_at,-1.222,1.222
202613_at,202858_at,-1.578,1.578
202613_at,202870_s_at,-0.618,0.618
202613_at,202954_at,-0.905,0.905
202613_at,203223_at,0.405,0.405
202613_at,203266_s_at,-1.578,1.578
202613_at,203405_at,-0.905,0.905
202613_at,203432_at,1.75,849.86
202666_s_at,202690_s_at,-2.209,2.209
202666_s_at,202705_at,2.329,849.86
202666_s_at,202954_at,-0.727,0.727
202666_s_at,202962_at,0.967,0.967
202666_s_at,203139_at,-0.729,0.729
202666_s_at,203214_x_at,0.73,0.73
202666_s_at,203223_at,0.405,0.405
202666_s_at,203276_at,-1.222,1.222
202666_s_at,203345_s_at,-1.749,1.749
202666_s_at,203358_s_at,0.733,0.733
202666_s_at,203362_s_at,-1.15,1.15
202666_s_at,203405_at,-0.727,0.727
202666_s_at,203428_s_at,1.747,849.86
202666_s_at,203432_at,1.349,849.86
202666_s_at,203484_at,-0.618,0.618
202666_s_at,203554_x_at,1.747,849.86
202666_s_at,203560_at,-0.729,0.729
202666_s_at,203625_x_at,-1.2,1.2
202666_s_at,203693_s_at,-1.578,1.578
202666_s_at,203696_s_at,-0.618,0.618
202690_s_at,202779_s_at,-0.687,0.687
202690_s_at,202954_at,1.122,1.122
202690_s_at,202962_at,1.325,1.325
202690_s_at,203022_at,-0.687,0.687
202690_s_at,203126_at,0.672,0.672
202690_s_at,203139_at,-0.6,0.6
202690_s_at,203145_at,0.672,0.672
202690_s_at,203187_at,-2.728,2.728
202690_s_at,203208_s_at,-2.185,2.185
202690_s_at,203287_at,-0.687,0.687
202690_s_at,203358_s_at,-1.884,1.884
202690_s_at,203362_s_at,-1.009,1.009
202690_s_at,203405_at,1.122,1.122
202690_s_at,203422_at,-0.687,0.687
202690_s_at,203432_at,-2.209,2.209
202690_s_at,203463_s_at,0.672,0.672
202690_s_at,203560_at,-0.6,0.6
202690_s_at,203625_x_at,1.931,1.931
202705_at,202954_at,-0.727,0.727
202705_at,202962_at,0.967,0.967
202705_at,203046_s_at,-1.222,1.222
202705_at,203071_at,0.405,0.405
202705_at,203208_s_at,0.73,0.73
202705_at,203249_at,0.405,0.405
202705_at,203296_s_at,0.405,0.405
202705_at,203358_s_at,0.733,0.733
202705_at,203405_at,-0.727,0.727
202705_at,203428_s_at,1.75,849.86
202705_at,203432_at,1.861,849.86
202705_at,203484_at,-0.729,0.729
202705_at,203554_x_at,2.329,849.86
202705_at,203625_x_at,-1.2,1.2
202705_at,203693_s_at,-1.578,1.578
202705_at,203696_s_at,-0.729,0.729
202725_at,202815_s_at,-1.285,1.285
202725_at,202962_at,2.114,2.114
202725_at,203208_s_at,-1.347,1.347
202725_at,203214_x_at,-1.347,1.347
202725_at,203266_s_at,-1.718,1.718
202725_at,203362_s_at,1.283,1.283
202725_at,203380_x_at,-1.964,1.964
202725_at,203693_s_at,1.711,1.711
202754_at,202808_at,1.003,1.003
202754_at,202815_s_at,1.003,1.003
202754_at,202954_at,-0.867,0.867
202754_at,203046_s_at,3.669,849.86
202754_at,203223_at,-0.493,0.493
202754_at,203276_at,2.047,849.86
202754_at,203358_s_at,-1.705,1.705
202754_at,203380_x_at,1.003,1.003
202754_at,203405_at,-0.867,0.867
202754_at,203484_at,0.73,0.73
202754_at,203696_s_at,0.73,0.73
202779_s_at,202854_at,-0.524,0.524
202779_s_at,203139_at,0.654,849.86
202779_s_at,203418_at,-0.524,0.524
202779_s_at,203428_s_at,-0.618,0.618
202808_at,202962_at,-1.204,1.204
202808_at,203046_s_at,1.003,1.003
202808_at,203066_at,-0.462,0.462
202808_at,203071_at,-0.462,0.462
202808_at,203130_s_at,-0.462,0.462
202808_at,203223_at,-0.462,0.462
202808_at,203249_at,-0.462,0.462
202808_at,203276_at,1.003,1.003
202808_at,203296_s_at,-0.462,0.462
202808_at,203345_s_at,1.003,1.003
202808_at,203347_s_at,-0.462,0.462
202808_at,203358_s_at,1.892,1.892
202808_at,203380_x_at,0.987,849.86
202808_at,203438_at,-0.713,0.713
202808_at,203594_at,1.003,1.003
202808_at,203693_s_at,-0.783,0.783
202815_s_at,202962_at,-1.587,1.587
202815_s_at,203046_s_at,1.003,1.003
202815_s_at,203066_at,-0.462,0.462
202815_s_at,203071_at,-0.462,0.462
202815_s_at,203130_s_at,-0.462,0.462
202815_s_at,203187_at,-2.217,2.217
202815_s_at,203223_at,-0.462,0.462
202815_s_at,203249_at,-0.462,0.462
202815_s_at,203265_s_at,-1.964,1.964
202815_s_at,203276_at,1.003,1.003
202815_s_at,203296_s_at,-0.462,0.462
202815_s_at,203345_s_at,1.003,1.003
202815_s_at,203347_s_at,-0.462,0.462
202815_s_at,203358_s_at,1.308,1.308
202815_s_at,203438_at,-0.713,0.713
202815_s_at,203594_at,1.003,1.003
202815_s_at,203693_s_at,0.915,0.915
202854_at,202870_s_at,-0.524,0.524
202854_at,203022_at,-0.524,0.524
202854_at,203046_s_at,-0.963,0.963
202854_at,203139_at,-0.524,0.524
202854_at,203213_at,-0.524,0.524
202854_at,203266_s_at,-1.468,1.468
202854_at,203287_at,-0.524,0.524
202854_at,203345_s_at,-0.963,0.963
202854_at,203358_s_at,1.047,1.047
202854_at,203380_x_at,-2.537,2.537
202854_at,203418_at,2.194,849.86
202854_at,203422_at,-0.524,0.524
202854_at,203438_at,-1.705,1.705
202854_at,203439_s_at,0.974,0.974
202854_at,203484_at,-0.524,0.524
202854_at,203560_at,-0.524,0.524
202854_at,203625_x_at,-2.047,2.047
202854_at,203696_s_at,-0.524,0.524
202858_at,202954_at,1.264,1.264
202858_at,203126_at,-0.459,0.459
202858_at,203145_at,-0.459,0.459
202858_at,203265_s_at,1.711,1.711
202858_at,203266_s_at,1.463,849.86
202858_at,203362_s_at,-1.346,1.346
202858_at,203405_at,1.744,1.744
202858_at,203432_at,-1.578,1.578
202858_at,203439_s_at,0.797,0.797
202858_at,203463_s_at,-0.459,0.459
202858_at,203693_s_at,1.067,849.86
202870_s_at,203287_at,0.361,849.86
202870_s_at,203418_at,-0.524,0.524
202870_s_at,203428_s_at,-0.729,0.729
202870_s_at,203484_at,0.295,849.86
202954_at,202962_at,1.861,1.861
202954_at,203046_s_at,-0.867,0.867
202954_at,203126_at,-0.798,0.798
202954_at,203145_at,-0.798,0.798
202954_at,203188_at,1.204,1.204
202954_at,203208_s_at,-1.335,1.335
202954_at,203214_x_at,-1.335,1.335
202954_at,203266_s_at,1.264,1.264
202954_at,203276_at,-0.867,0.867
202954_at,203345_s_at,-0.867,0.867
202954_at,203358_s_at,1.375,1.375
202954_at,203362_s_at,-1.502,1.502
202954_at,203405_at,4.079,849.86
202954_at,203418_at,-1.313,1.313
202954_at,203428_s_at,-0.727,0.727
202954_at,203432_at,-0.905,0.905
202954_at,203439_s_at,0.512,0.512
202954_at,203463_s_at,-0.798,0.798
202954_at,203554_x_at,-0.727,0.727
202954_at,203594_at,-0.867,0.867
202954_at,203693_s_at,1.771,1.771
202962_at,203187_at,-2.484,2.484
202962_at,203208_s_at,-1.149,1.149
202962_at,203214_x_at,-1.149,1.149
202962_at,203362_s_at,-1.373,1.373
202962_at,203380_x_at,-3.141,3.141
202962_at,203405_at,1.966,1.966
202962_at,203428_s_at,0.967,0.967
202962_at,203438_at,-1.711,1.711
202962_at,203439_s_at,2.26,2.26
202962_at,203554_x_at,0.967,0.967
203022_at,203418_at,-0.524,0.524
203022_at,203422_at,0.295,849.86
203022_at,203428_s_at,-0.618,0.618
203022_at,203560_at,0.654,849.86
203022_at,203696_s_at,0.361,849.86
203046_s_at,203071_at,-0.493,0.493
203046_s_at,203249_at,-0.493,0.493
203046_s_at,203287_at,0.73,0.73
203046_s_at,203296_s_at,-0.493,0.493
203046_s_at,203345_s_at,2.047,849.86
203046_s_at,203358_s_at,-1.705,1.705
203046_s_at,203380_x_at,1.003,1.003
203046_s_at,203405_at,-0.867,0.867
203046_s_at,203422_at,0.73,0.73
203046_s_at,203432_at,-1.749,1.749
203046_s_at,203594_at,3.669,849.86
203066_at,203126_at,0.45,0.45
203066_at,203130_s_at,0.258,849.86
203066_at,203296_s_at,0.318,849.86
203066_at,203347_s_at,0.258,849.86
203066_at,203380_x_at,-0.462,0.462
203066_at,203554_x_at,0.405,0.405
203066_at,203594_at,-0.493,0.493
203071_at,203126_at,0.225,0.225
203071_at,203296_s_at,0.258,849.86
203071_at,203345_s_at,-0.493,0.493
203071_at,203347_s_at,0.318,849.86
203071_at,203380_x_at,-0.462,0.462
203071_at,203428_s_at,0.405,0.405
203126_at,203145_at,0.686,849.86
203126_at,203223_at,0.225,0.225
203126_at,203249_at,0.45,0.45
203126_at,203266_s_at,-0.459,0.459
203126_at,203358_s_at,-0.807,0.807
203126_at,203405_at,-0.798,0.798
203126_at,203438_at,-0.273,0.273
203126_at,203439_s_at,-0.273,0.273
203126_at,203463_s_at,0.686,849.86
203126_at,203625_x_at,0.892,0.892
203126_at,203693_s_at,-0.459,0.459
203130_s_at,203145_at,0.45,0.45
203130_s_at,203249_at,0.318,849.86
203130_s_at,203380_x_at,-0.462,0.462
203130_s_at,203554_x_at,0.405,0.405
203130_s_at,203594_at,-0.493,0.493
203139_at,203418_at,-0.524,0.524
203139_at,203594_at,0.73,0.73
203145_at,203266_s_at,-0.459,0.459
203145_at,203296_s_at,0.225,0.225
203145_at,203347_s_at,0.225,0.225
203145_at,203358_s_at,-0.807,0.807
203145_at,203405_at,-0.798,0.798
203145_at,203438_at,-0.273,0.273
203145_at,203439_s_at,-0.273,0.273
203145_at,203463_s_at,0.737,849.86
203145_at,203625_x_at,0.892,0.892
203145_at,203693_s_at,-0.459,0.459
203187_at,203188_at,-2.548,2.548
203187_at,203265_s_at,-2.527,2.527
203187_at,203380_x_at,1.166,1.166
203187_at,203405_at,-2.109,2.109
203187_at,203438_at,1.685,1.685
203187_at,203439_s_at,-0.734,0.734
203187_at,203625_x_at,-1.734,1.734
203188_at,203208_s_at,1.283,1.283
203188_at,203214_x_at,1.283,1.283
203188_at,203265_s_at,4.222,849.86
203188_at,203266_s_at,3.38,3.38
203188_at,203358_s_at,-1.227,1.227
203188_at,203362_s_at,-1.347,1.347
203188_at,203380_x_at,-1.285,1.285
203188_at,203625_x_at,1.47,1.47
203208_s_at,203214_x_at,3.135,849.86
203208_s_at,203265_s_at,1.283,1.283
203208_s_at,203362_s_at,-1.457,849.86
203208_s_at,203405_at,-1.335,1.335
203208_s_at,203428_s_at,0.73,0.73
203208_s_at,203438_at,-1.213,1.213
203208_s_at,203625_x_at,1.047,1.047
203208_s_at,203693_s_at,-1.346,1.346
203213_at,203276_at,0.73,0.73
203213_at,203418_at,-0.524,0.524
203213_at,203422_at,0.654,849.86
203213_at,203432_at,-0.618,0.618
203213_at,203484_at,0.295,849.86
203214_x_at,203265_s_at,1.283,1.283
203214_x_at,203362_s_at,-1.457,849.86
203214_x_at,203405_at,-1.335,1.335
203214_x_at,203438_at,-1.213,1.213
203214_x_at,203625_x_at,1.047,1.047
203214_x_at,203693_s_at,-1.346,1.346
203223_at,203276_at,-0.493,0.493
203223_at,203296_s_at,0.318,849.86
203223_at,203380_x_at,-0.462,0.462
203223_at,203432_at,0.405,0.405
203249_at,203296_s_at,0.258,849.86
203249_at,203345_s_at,-0.493,0.493
203249_at,203380_x_at,-0.462,0.462
203249_at,203428_s_at,0.405,0.405
203265_s_at,203358_s_at,-1.356,1.356
203265_s_at,203362_s_at,-1.347,1.347
203265_s_at,203405_at,1.204,1.204
203265_s_at,203625_x_at,1.47,1.47
203266_s_at,203362_s_at,-1.346,1.346
203266_s_at,203380_x_at,-0.783,0.783
203266_s_at,203405_at,1.744,1.744
203266_s_at,203432_at,-1.578,1.578
203266_s_at,203439_s_at,0.797,0.797
203266_s_at,203463_s_at,-0.459,0.459
203266_s_at,203693_s_at,2.434,849.86
203276_at,203345_s_at,1.907,849.86
203276_at,203358_s_at,-1.705,1.705
203276_at,203380_x_at,1.003,1.003
203276_at,203405_at,-0.867,0.867
203276_at,203428_s_at,-1.073,1.073
203276_at,203554_x_at,-1.749,1.749
203276_at,203594_at,3.669,849.86
203287_at,203418_at,-0.524,0.524
203296_s_at,203345_s_at,-0.493,0.493
203296_s_at,203380_x_at,-0.462,0.462
203296_s_at,203428_s_at,0.405,0.405
203296_s_at,203463_s_at,0.45,0.45
203345_s_at,203358_s_at,-1.705,1.705
203345_s_at,203380_x_at,1.003,1.003
203345_s_at,203405_at,-0.867,0.867
203345_s_at,203428_s_at,-1.222,1.222
203345_s_at,203594_at,1.907,849.86
203347_s_at,203380_x_at,-0.462,0.462
203347_s_at,203463_s_at,0.45,0.45
203347_s_at,203554_x_at,0.405,0.405
203347_s_at,203594_at,-0.493,0.493
203358_s_at,203362_s_at,-1.369,1.369
203358_s_at,203405_at,1.7,1.7
203358_s_at,203418_at,-1.486,1.486
203358_s_at,203428_s_at,0.733,0.733
203358_s_at,203438_at,-0.712,0.712
203358_s_at,203439_s_at,1.766,1.766
203358_s_at,203463_s_at,-0.807,0.807
203358_s_at,203554_x_at,0.733,0.733
203358_s_at,203594_at,-1.705,1.705
203358_s_at,203693_s_at,-1.099,1.099
203362_s_at,203405_at,-1.502,1.502
203362_s_at,203439_s_at,-1.213,1.213
203380_x_at,203439_s_at,-0.713,0.713
203380_x_at,203594_at,1.003,1.003
203380_x_at,203625_x_at,1.45,1.45
203405_at,203428_s_at,-0.727,0.727
203405_at,203432_at,-0.905,0.905
203405_at,203439_s_at,0.512,0.512
203405_at,203463_s_at,-0.798,0.798
203405_at,203554_x_at,-0.727,0.727
203405_at,203594_at,-0.867,0.867
203405_at,203693_s_at,2.031,2.031
203418_at,203422_at,-0.524,0.524
203418_at,203438_at,0.974,0.974
203418_at,203439_s_at,-1.705,1.705
203418_at,203484_at,-0.524,0.524
203418_at,203560_at,-0.524,0.524
203418_at,203625_x_at,-1.282,1.282
203418_at,203696_s_at,-0.524,0.524
203428_s_at,203554_x_at,1.049,849.86
203428_s_at,203594_at,-1.749,1.749
203428_s_at,203625_x_at,-1.2,1.2
203428_s_at,203693_s_at,-1.578,1.578
203432_at,203594_at,-1.073,1.073
203438_at,203439_s_at,-4.18,849.86
203438_at,203463_s_at,-0.273,0.273
203438_at,203625_x_at,-1.211,1.211
203438_at,203693_s_at,0.797,0.797
203439_s_at,203463_s_at,-0.273,0.273
203439_s_at,203625_x_at,0.756,0.756
203463_s_at,203625_x_at,0.892,0.892
203463_s_at,203693_s_at,-0.459,0.459
203554_x_at,203625_x_at,-1.2,1.2
203554_x_at,203693_s_at,-1.578,1.578
203560_at,203594_at,0.73,0.73
203560_at,203696_s_at,0.654,849.86
203625_x_at,203693_s_at,-1.159,1.159
